지역,연도,배출원,PM10,PM2.5
세종특별자치시,2017,폐기물처리,3097,2728
세종특별자치시,2017,기타 면오염원,1936,1743
세종특별자치시,2017,비산먼지,835959,120476
세종특별자치시,2017,생물성 연소,77541,62895
세종특별자치시,2018,에너지산업 연소,23576,23576
세종특별자치시,2018,비산업 연소,2870,2141
세종특별자치시,2018,제조업 연소,2021,1617
세종특별자치시,2018,생산공정,4,2
세종특별자치시,2018,도로이동오염원,53671,49378
세종특별자치시,2018,비도로이동오염원,99340,91392
세종특별자치시,2018,폐기물처리,4111,3621
세종특별자치시,2018,기타 면오염원,1558,1403
세종특별자치시,2018,비산먼지,767056,115657
세종특별자치시,2018,생물성 연소,70008,56657
세종특별자치시,2019,에너지산업 연소,16138,16138
세종특별자치시,2019,비산업 연소,2518,1986
세종특별자치시,2019,제조업 연소,2065,1702
세종특별자치시,2019,생산공정,251,226
세종특별자치시,2019,도로이동오염원,44084,40557
세종특별자치시,2019,비도로이동오염원,76277,70174
세종특별자치시,2019,폐기물처리,3428,2951
세종특별자치시,2019,기타 면오염원,1262,1136
세종특별자치시,2019,비산먼지,698225,112425
세종특별자치시,2019,생물성 연소,72396,58810
경기도,2011,에너지산업 연소,158251,148017
경기도,2011,비산업 연소,233302,157495
경기도,2011,제조업 연소,511152,193550
경기도,2011,생산공정,78765,69193
경기도,2011,도로이동오염원,2866256,2636956
경기도,2011,비도로이동오염원,1875377,1726243
경기도,2011,폐기물처리,50204,43390
경기도,2011,기타 면오염원,61182,55064
경기도,2012,에너지산업 연소,173151,164469
경기도,2012,비산업 연소,219244,151562
경기도,2012,제조업 연소,623939,237522
경기도,2012,생산공정,66271,57963
경기도,2012,도로이동오염원,2808568,2583882
경기도,2012,비도로이동오염원,1953520,1797243
경기도,2012,폐기물처리,137418,100058
경기도,2012,기타 면오염원,62181,55963
경기도,2013,에너지산업 연소,209852,199829
경기도,2013,비산업 연소,217577,148750
경기도,2013,제조업 연소,499830,199829
경기도,2013,생산공정,52737,45788
경기도,2013,도로이동오염원,2983017,2744375
경기도,2013,비도로이동오염원,2362716,2173702
경기도,2013,폐기물처리,51859,44042
경기도,2013,기타 면오염원,55439,49895
경기도,2014,에너지산업 연소,158268,148274
경기도,2014,비산업 연소,267944,172312
경기도,2014,제조업 연소,2062739,895295
경기도,2014,생산공정,61215,53267
경기도,2014,도로이동오염원,2332621,2146011
경기도,2014,비도로이동오염원,1772240,1626619
경기도,2014,폐기물처리,48300,40038
경기도,2014,기타 면오염원,59614,53652
경기도,2015,에너지산업 연소,247980,239465
경기도,2015,비산업 연소,251929,166166
경기도,2015,제조업 연소,886139,330504
경기도,2015,생산공정,63150,55135
경기도,2015,도로이동오염원,2280290,2097867
경기도,2015,비도로이동오염원,2731892,2511020
경기도,2015,폐기물처리,45844,38323
경기도,2015,기타 면오염원,73305,65974
경기도,2015,비산먼지,24596996,3657737
경기도,2015,생물성 연소,1970695,1674236
경기도,2016,에너지산업 연소,312389,301839
경기도,2016,비산업 연소,233333,160795
경기도,2016,제조업 연소,1001125,372361
경기도,2016,생산공정,60359,53420
경기도,2016,도로이동오염원,2583142,2376491
경기도,2016,비도로이동오염원,2609938,2400613
경기도,2016,폐기물처리,43078,35799
경기도,2016,기타 면오염원,67092,60383
경기도,2016,비산먼지,23986237,3663993
경기도,2016,생물성 연소,2002938,1701056
경기도,2017,에너지산업 연소,313900,303897
경기도,2017,비산업 연소,220337,155919
경기도,2017,제조업 연소,1053021,392338
경기도,2017,생산공정,45295,38609
경기도,2017,도로이동오염원,2252756,2072535
경기도,2017,비도로이동오염원,2185786,2022994
경기도,2017,폐기물처리,42683,35642
경기도,2017,기타 면오염원,65773,59196
경기도,2017,비산먼지,23259321,3626785
경기도,2017,생물성 연소,1970430,1677699
경기도,2018,에너지산업 연소,447191,440661
경기도,2018,비산업 연소,209882,152677
경기도,2018,제조업 연소,863934,327867
경기도,2018,생산공정,39160,34125
경기도,2018,도로이동오염원,2237116,2058147
경기도,2018,비도로이동오염원,2320338,2162345
경기도,2018,폐기물처리,38053,31993
경기도,2018,기타 면오염원,60481,54433
경기도,2018,비산먼지,23268758,3641799
경기도,2018,생물성 연소,1857405,1583634
경기도,2019,에너지산업 연소,402831,398300
경기도,2019,비산업 연소,195127,145836
경기도,2019,제조업 연소,801263,305742
경기도,2019,생산공정,29808,25389
경기도,2019,도로이동오염원,1648242,1516383
경기도,2019,비도로이동오염원,2412598,2243111
경기도,2019,폐기물처리,40575,34184
경기도,2019,기타 면오염원,61952,55757
경기도,2019,비산먼지,22491189,3586990
경기도,2019,생물성 연소,1834399,1568017
강원도,2011,에너지산업 연소,78127,59405
강원도,2011,비산업 연소,170918,89039
강원도,2011,제조업 연소,44661738,23043310
강원도,2011,생산공정,78627,70638
강원도,2011,도로이동오염원,651121,599032
강원도,2011,비도로이동오염원,452738,416637
강원도,2011,폐기물처리,4574,3938
강원도,2011,기타 면오염원,26754,24078
강원도,2012,에너지산업 연소,84086,64934
강원도,2012,비산업 연소,167785,90462
강원도,2012,제조업 연소,2384787,1007717
강원도,2012,생산공정,99067,89036
강원도,2012,도로이동오염원,639980,588782
강원도,2012,비도로이동오염원,473648,435755
강원도,2012,폐기물처리,4935,3692
강원도,2012,기타 면오염원,16420,14778
강원도,2013,에너지산업 연소,93263,72947
강원도,2013,비산업 연소,162317,87930
강원도,2013,제조업 연소,1988681,851607
강원도,2013,생산공정,88883,79878
강원도,2013,도로이동오염원,618478,569000
강원도,2013,비도로이동오염원,521789,480045
강원도,2013,폐기물처리,3489,2680
강원도,2013,기타 면오염원,13844,12459
강원도,2014,에너지산업 연소,81474,57382
강원도,2014,비산업 연소,162153,89796
강원도,2014,제조업 연소,4480352,2128105
강원도,2014,생산공정,87117,78278
강원도,2014,도로이동오염원,455903,419430
강원도,2014,비도로이동오염원,403839,370447
강원도,2014,폐기물처리,4181,3244
강원도,2014,기타 면오염원,15493,13944
강원도,2015,에너지산업 연소,53005,35477
강원도,2015,비산업 연소,147775,82305
강원도,2015,제조업 연소,3898454,1970534
강원도,2015,생산공정,94362,84828
강원도,2015,도로이동오염원,436371,401461
강원도,2015,비도로이동오염원,407772,375463
강원도,2015,폐기물처리,3510,2598
강원도,2015,기타 면오염원,41014,36913
강원도,2015,비산먼지,5202849,814863
강원도,2015,생물성 연소,1584180,1372407
강원도,2016,에너지산업 연소,122962,92104
강원도,2016,비산업 연소,129615,74782
강원도,2016,제조업 연소,1184181,531898
강원도,2016,생산공정,111358,100139
강원도,2016,도로이동오염원,500376,460346
강원도,2016,비도로이동오염원,506579,467010
강원도,2016,폐기물처리,3381,2351
강원도,2016,기타 면오염원,19650,17685
강원도,2016,비산먼지,5478144,845063
강원도,2016,생물성 연소,1573245,1362686
강원도,2017,에너지산업 연소,181263,140682
강원도,2017,비산업 연소,115930,67354
강원도,2017,제조업 연소,1006684,465018
강원도,2017,생산공정,115710,104035
강원도,2017,도로이동오염원,475943,437867
강원도,2017,비도로이동오염원,604572,567959
강원도,2017,폐기물처리,3739,2707
강원도,2017,기타 면오염원,144770,130293
강원도,2017,비산먼지,5508569,870742
강원도,2017,생물성 연소,1528795,1327119
강원도,2018,에너지산업 연소,296863,234635
강원도,2018,비산업 연소,102681,61407
강원도,2018,제조업 연소,1048165,483328
강원도,2018,생산공정,95676,86004
강원도,2018,도로이동오염원,404633,372263
강원도,2018,비도로이동오염원,701390,662988
강원도,2018,폐기물처리,3201,2426
강원도,2018,기타 면오염원,87076,78369
강원도,2018,비산먼지,5593676,876824
강원도,2018,생물성 연소,1438435,1251213
강원도,2019,에너지산업 연소,212065,162022
강원도,2019,비산업 연소,81992,51821
강원도,2019,제조업 연소,1106503,496216
강원도,2019,생산공정,99576,89476
강원도,2019,도로이동오염원,321904,296151
강원도,2019,비도로이동오염원,633524,597785
강원도,2019,폐기물처리,3816,2899
강원도,2019,기타 면오염원,339069,305162
강원도,2019,비산먼지,5110028,824327
강원도,2019,생물성 연소,1527112,1326728
충청북도,2011,에너지산업 연소,2479,961
충청북도,2011,비산업 연소,161577,89354
충청북도,2011,제조업 연소,3565822,1687579
충청북도,2011,생산공정,65892,59246
충청북도,2011,도로이동오염원,842567,775162
충청북도,2011,비도로이동오염원,362361,333499
충청북도,2011,폐기물처리,15677,13711
충청북도,2011,기타 면오염원,9844,8860
충청북도,2012,에너지산업 연소,6713,2601
충청북도,2012,비산업 연소,154412,86637
충청북도,2012,제조업 연소,2066347,843536
충청북도,2012,생산공정,75344,67744
충청북도,2012,도로이동오염원,868519,799038
충청북도,2012,비도로이동오염원,403561,371269
충청북도,2012,폐기물처리,19532,17121
충청북도,2012,기타 면오염원,8794,7914
충청북도,2013,에너지산업 연소,5736,2221
충청북도,2013,비산업 연소,159864,89577
충청북도,2013,제조업 연소,1697332,715955
충청북도,2013,생산공정,74054,66597
충청북도,2013,도로이동오염원,794940,731344
충청북도,2013,비도로이동오염원,409750,376963
충청북도,2013,폐기물처리,13921,11934
충청북도,2013,기타 면오염원,8692,7823
충청북도,2014,에너지산업 연소,5278,2048
충청북도,2014,비산업 연소,109129,63086
충청북도,2014,제조업 연소,3423704,1657340
충청북도,2014,생산공정,79287,71241
충청북도,2014,도로이동오염원,667061,613696
충청북도,2014,비도로이동오염원,361287,332378
충청북도,2014,폐기물처리,14533,12433
충청북도,2014,기타 면오염원,8228,7405
충청북도,2015,에너지산업 연소,5158,2002
충청북도,2015,비산업 연소,99562,58289
충청북도,2015,제조업 연소,2377903,1148086
충청북도,2015,생산공정,85335,76531
충청북도,2015,도로이동오염원,650419,598386
충청북도,2015,비도로이동오염원,389753,358568
충청북도,2015,폐기물처리,14908,12610
충청북도,2015,기타 면오염원,9151,8236
충청북도,2015,비산먼지,5839222,948045
충청북도,2015,생물성 연소,1544202,1279082
충청북도,2016,에너지산업 연소,6265,2416
충청북도,2016,비산업 연소,86945,52262
충청북도,2016,제조업 연소,991042,450235
충청북도,2016,생산공정,96145,86279
충청북도,2016,도로이동오염원,757325,696739
충청북도,2016,비도로이동오염원,345992,318307
충청북도,2016,폐기물처리,19028,16291
충청북도,2016,기타 면오염원,16899,15209
충청북도,2016,비산먼지,5710340,952360
충청북도,2016,생물성 연소,1561237,1299315
충청북도,2017,에너지산업 연소,6205,2312
충청북도,2017,비산업 연소,78797,48375
충청북도,2017,제조업 연소,988684,431070
충청북도,2017,생산공정,96065,86171
충청북도,2017,도로이동오염원,625352,575324
충청북도,2017,비도로이동오염원,359113,330380
충청북도,2017,폐기물처리,15060,12724
충청북도,2017,기타 면오염원,10369,9332
충청북도,2017,비산먼지,5882585,965786
충청북도,2017,생물성 연소,1525278,1271741
충청북도,2018,에너지산업 연소,4655,1726
충청북도,2018,비산업 연소,70649,44746
충청북도,2018,제조업 연소,976878,453843
충청북도,2018,생산공정,68007,61103
충청북도,2018,도로이동오염원,565372,520142
충청북도,2018,비도로이동오염원,365232,336010
충청북도,2018,폐기물처리,18514,16023
충청북도,2018,기타 면오염원,8747,7873
충청북도,2018,비산먼지,5980903,980474
충청북도,2018,생물성 연소,1402895,1169343
충청북도,2019,에너지산업 연소,3645,1333
충청북도,2019,비산업 연소,58626,39373
충청북도,2019,제조업 연소,1079611,497407
충청북도,2019,생산공정,68010,61097
충청북도,2019,도로이동오염원,448509,412628
충청북도,2019,비도로이동오염원,354017,325691
충청북도,2019,폐기물처리,15930,13686
충청북도,2019,기타 면오염원,10182,9164
충청북도,2019,비산먼지,5527566,930491
충청북도,2019,생물성 연소,1413037,1178332
충청남도,2011,에너지산업 연소,1914551,1394487
충청남도,2011,비산업 연소,140159,82620
충청남도,2011,제조업 연소,139380,118072
충청남도,2011,생산공정,1000349,773033
충청남도,2011,도로이동오염원,1067621,982211
충청남도,2011,비도로이동오염원,1015171,934149
충청남도,2011,폐기물처리,15007,12856
충청남도,2011,기타 면오염원,20132,18119
충청남도,2012,에너지산업 연소,1950032,1559371
충청남도,2012,비산업 연소,129606,78930
충청남도,2012,제조업 연소,25512089,13298701
충청남도,2012,생산공정,1165095,910110
충청남도,2012,도로이동오염원,1002558,922353
충청남도,2012,비도로이동오염원,1028208,945944
충청남도,2012,폐기물처리,10893,9096
충청남도,2012,기타 면오염원,20004,18004
충청남도,2013,에너지산업 연소,1893560,1380220
충청남도,2013,비산업 연소,116954,74457
충청남도,2013,제조업 연소,25648025,13368534
충청남도,2013,생산공정,1189478,918782
충청남도,2013,도로이동오염원,924070,850145
충청남도,2013,비도로이동오염원,1173167,1079307
충청남도,2013,폐기물처리,12803,10757
충청남도,2013,기타 면오염원,18008,16208
충청남도,2014,에너지산업 연소,2233952,1795972
충청남도,2014,비산업 연소,103682,67546
충청남도,2014,제조업 연소,7790833,4085907
충청남도,2014,생산공정,1322110,998045
충청남도,2014,도로이동오염원,776215,714117
충청남도,2014,비도로이동오염원,1720427,1579372
충청남도,2014,폐기물처리,10510,8665
충청남도,2014,기타 면오염원,17959,16163
충청남도,2015,에너지산업 연소,2070351,1669270
충청남도,2015,비산업 연소,100952,64374
충청남도,2015,제조업 연소,13266123,6918256
충청남도,2015,생산공정,1405019,1076356
충청남도,2015,도로이동오염원,745835,686168
충청남도,2015,비도로이동오염원,901170,826589
충청남도,2015,폐기물처리,10909,9132
충청남도,2015,기타 면오염원,18873,16986
충청남도,2015,비산먼지,8711181,1419642
충청남도,2015,생물성 연소,1419178,1157980
충청남도,2016,에너지산업 연소,1590816,1284125
충청남도,2016,비산업 연소,82306,55071
충청남도,2016,제조업 연소,23680842,12349186
충청남도,2016,생산공정,1303330,993853
충청남도,2016,도로이동오염원,833903,767191
충청남도,2016,비도로이동오염원,821331,753357
충청남도,2016,폐기물처리,14892,12536
충청남도,2016,기타 면오염원,17403,15662
충청남도,2016,비산먼지,8614499,1432626
충청남도,2016,생물성 연소,1419528,1157991
충청남도,2017,에너지산업 연소,1504083,1220104
충청남도,2017,비산업 연소,75510,51693
충청남도,2017,제조업 연소,18370794,9590306
충청남도,2017,생산공정,1314194,999108
충청남도,2017,도로이동오염원,754174,693840
충청남도,2017,비도로이동오염원,885221,817637
충청남도,2017,폐기물처리,18957,16171
충청남도,2017,기타 면오염원,18681,16813
충청남도,2017,비산먼지,8903050,1472710
충청남도,2017,생물성 연소,1398822,1142209
충청남도,2018,에너지산업 연소,1478586,1198605
충청남도,2018,비산업 연소,72590,50992
충청남도,2018,제조업 연소,22663622,11826506
충청남도,2018,생산공정,1352854,1016845
충청남도,2018,도로이동오염원,675745,621685
충청남도,2018,비도로이동오염원,1008424,933240
충청남도,2018,폐기물처리,12315,10374
충청남도,2018,기타 면오염원,16236,14612
충청남도,2018,비산먼지,8696078,1458376
충청남도,2018,생물성 연소,1227024,997935
충청남도,2019,에너지산업 연소,1201716,973598
충청남도,2019,비산업 연소,66219,48777
충청남도,2019,제조업 연소,17673252,9236640
충청남도,2019,생산공정,1380361,1026822
충청남도,2019,도로이동오염원,551356,507248
충청남도,2019,비도로이동오염원,1046708,966572
충청남도,2019,폐기물처리,11613,9570
충청남도,2019,기타 면오염원,13782,12404
충청남도,2019,비산먼지,8549543,1447532
충청남도,2019,생물성 연소,1328112,1084999
전라북도,2011,에너지산업 연소,60678,54316
전라북도,2011,비산업 연소,128879,69736
전라북도,2011,제조업 연소,1893849,677319
전라북도,2011,생산공정,71208,57094
전라북도,2011,도로이동오염원,752082,691916
전라북도,2011,비도로이동오염원,576211,530290
전라북도,2011,폐기물처리,17657,15649
전라북도,2011,기타 면오염원,9908,8917
전라북도,2012,에너지산업 연소,73752,65811
전라북도,2012,비산업 연소,109623,62466
전라북도,2012,제조업 연소,81328,46171
전라북도,2012,생산공정,46805,36082
전라북도,2012,도로이동오염원,749996,689996
전라북도,2012,비도로이동오염원,631187,580686
전라북도,2012,폐기물처리,18026,15979
전라북도,2012,기타 면오염원,9814,8832
전라북도,2013,에너지산업 연소,75073,65874
전라북도,2013,비산업 연소,97665,56381
전라북도,2013,제조업 연소,81660,46317
전라북도,2013,생산공정,59428,47854
전라북도,2013,도로이동오염원,694773,639191
전라북도,2013,비도로이동오염원,586999,540034
전라북도,2013,폐기물처리,17119,15194
전라북도,2013,기타 면오염원,10933,9840
전라북도,2014,에너지산업 연소,76751,66510
전라북도,2014,비산업 연소,82254,49211
전라북도,2014,제조업 연소,46184,26686
전라북도,2014,생산공정,61987,50425
전라북도,2014,도로이동오염원,580378,533948
전라북도,2014,비도로이동오염원,479379,441031
전라북도,2014,폐기물처리,19604,17097
전라북도,2014,기타 면오염원,10696,9627
전라북도,2015,에너지산업 연소,59278,49761
전라북도,2015,비산업 연소,75276,47078
전라북도,2015,제조업 연소,125932,69338
전라북도,2015,생산공정,54254,45117
전라북도,2015,도로이동오염원,538461,495384
전라북도,2015,비도로이동오염원,438025,404223
전라북도,2015,폐기물처리,19916,17229
전라북도,2015,기타 면오염원,12318,11086
전라북도,2015,비산먼지,7394781,1206101
전라북도,2015,생물성 연소,1158470,936704
전라북도,2016,에너지산업 연소,59446,46227
전라북도,2016,비산업 연소,72958,46842
전라북도,2016,제조업 연소,46998,28997
전라북도,2016,생산공정,33497,26741
전라북도,2016,도로이동오염원,595472,547835
전라북도,2016,비도로이동오염원,460744,425725
전라북도,2016,폐기물처리,26402,23159
전라북도,2016,기타 면오염원,12235,11011
전라북도,2016,비산먼지,7733224,1261719
전라북도,2016,생물성 연소,1286943,1042244
전라북도,2017,에너지산업 연소,58640,42457
전라북도,2017,비산업 연소,72037,46437
전라북도,2017,제조업 연소,26613,18826
전라북도,2017,생산공정,48220,39138
전라북도,2017,도로이동오염원,528477,486199
전라북도,2017,비도로이동오염원,635240,596961
전라북도,2017,폐기물처리,21825,19032
전라북도,2017,기타 면오염원,12379,11141
전라북도,2017,비산먼지,7585963,1239261
전라북도,2017,생물성 연소,1275139,1037779
전라북도,2018,에너지산업 연소,68257,49278
전라북도,2018,비산업 연소,65694,43421
전라북도,2018,제조업 연소,28375,20251
전라북도,2018,생산공정,54608,43856
전라북도,2018,도로이동오염원,477334,439147
전라북도,2018,비도로이동오염원,699265,661849
전라북도,2018,폐기물처리,26013,22567
전라북도,2018,기타 면오염원,12952,11657
전라북도,2018,비산먼지,7992520,1296690
전라북도,2018,생물성 연소,1204216,973881
전라북도,2019,에너지산업 연소,88634,66382
전라북도,2019,비산업 연소,64667,44454
전라북도,2019,제조업 연소,36955,25749
전라북도,2019,생산공정,75566,57687
전라북도,2019,도로이동오염원,382311,351726
전라북도,2019,비도로이동오염원,722022,680023
전라북도,2019,폐기물처리,25335,22009
전라북도,2019,기타 면오염원,13513,12162
전라북도,2019,비산먼지,8172931,1319612
전라북도,2019,생물성 연소,1287500,1046801
전라남도,2011,에너지산업 연소,302189,222466
전라남도,2011,비산업 연소,152359,93465
전라남도,2011,제조업 연소,23382913,12157352
전라남도,2011,생산공정,2967851,2356557
전라남도,2011,도로이동오염원,806128,741637
전라남도,2011,비도로이동오염원,1981018,1822718
전라남도,2011,폐기물처리,53869,48032
전라남도,2011,기타 면오염원,16616,14955
전라남도,2012,에너지산업 연소,275541,195993
전라남도,2012,비산업 연소,143240,89480
전라남도,2012,제조업 연소,11886248,6164866
전라남도,2012,생산공정,3179780,2513855
전라남도,2012,도로이동오염원,798090,734242
전라남도,2012,비도로이동오염원,2019456,1857887
전라남도,2012,폐기물처리,40819,36333
전라남도,2012,기타 면오염원,15757,14181
전라남도,2013,에너지산업 연소,285443,228405
전라남도,2013,비산업 연소,119616,78074
전라남도,2013,제조업 연소,15079906,7842602
전라남도,2013,생산공정,2251377,1695192
전라남도,2013,도로이동오염원,678195,623940
전라남도,2013,비도로이동오염원,2032080,1869502
전라남도,2013,폐기물처리,42705,33265
전라남도,2013,기타 면오염원,18890,17001
전라남도,2014,에너지산업 연소,277716,213160
전라남도,2014,비산업 연소,98890,61961
전라남도,2014,제조업 연소,19158050,9999431
전라남도,2014,생산공정,2327144,1746440
전라남도,2014,도로이동오염원,551739,507600
전라남도,2014,비도로이동오염원,1397077,1275051
전라남도,2014,폐기물처리,14832,12567
전라남도,2014,기타 면오염원,18826,16943
전라남도,2015,에너지산업 연소,255674,212625
전라남도,2015,비산업 연소,104072,65525
전라남도,2015,제조업 연소,18405030,9585054
전라남도,2015,생산공정,2386860,1798026
전라남도,2015,도로이동오염원,538568,495482
전라남도,2015,비도로이동오염원,1327503,1213488
전라남도,2015,폐기물처리,14499,12142
전라남도,2015,기타 면오염원,17531,15778
전라남도,2015,비산먼지,9282685,1534929
전라남도,2015,생물성 연소,1521941,1207421
전라남도,2016,에너지산업 연소,262348,216455
전라남도,2016,비산업 연소,109865,69942
전라남도,2016,제조업 연소,13496165,7038501
전라남도,2016,생산공정,2299833,1723722
전라남도,2016,도로이동오염원,588952,541836
전라남도,2016,비도로이동오염원,1416886,1295612
전라남도,2016,폐기물처리,21363,18327
전라남도,2016,기타 면오염원,15155,13639
전라남도,2016,비산먼지,9459678,1564523
전라남도,2016,생물성 연소,1425513,1130267
전라남도,2017,에너지산업 연소,264583,222527
전라남도,2017,비산업 연소,127852,82196
전라남도,2017,제조업 연소,8768703,4565650
전라남도,2017,생산공정,2467330,1841003
전라남도,2017,도로이동오염원,523641,481750
전라남도,2017,비도로이동오염원,1524886,1407546
전라남도,2017,폐기물처리,19045,16322
전라남도,2017,기타 면오염원,18546,16692
전라남도,2017,비산먼지,9518276,1559093
전라남도,2017,생물성 연소,1359689,1079426
전라남도,2018,에너지산업 연소,263787,221434
전라남도,2018,비산업 연소,118100,77255
전라남도,2018,제조업 연소,12733213,6631377
전라남도,2018,생산공정,2370642,1780202
전라남도,2018,도로이동오염원,470815,433150
전라남도,2018,비도로이동오염원,1534178,1410880
전라남도,2018,폐기물처리,16493,14025
전라남도,2018,기타 면오염원,16756,15080
전라남도,2018,비산먼지,9379035,1545109
전라남도,2018,생물성 연소,1303179,1027322
전라남도,2019,에너지산업 연소,275680,220932
전라남도,2019,비산업 연소,126033,85600
전라남도,2019,제조업 연소,8774384,4578215
전라남도,2019,생산공정,2306226,1730028
전라남도,2019,도로이동오염원,377818,347593
전라남도,2019,비도로이동오염원,1660116,1524540
전라남도,2019,폐기물처리,15241,12712
전라남도,2019,기타 면오염원,17585,15827
전라남도,2019,비산먼지,10101303,1642864
전라남도,2019,생물성 연소,1323317,1046353
경상북도,2011,에너지산업 연소,36127,28912
경상북도,2011,비산업 연소,305090,163404
경상북도,2011,제조업 연소,13583529,7000491
경상북도,2011,생산공정,1857997,1451966
경상북도,2011,도로이동오염원,1427761,1313540
경상북도,2011,비도로이동오염원,987700,908862
경상북도,2011,폐기물처리,10020,8470
경상북도,2011,기타 면오염원,101174,91056
경상북도,2012,에너지산업 연소,35360,28441
경상북도,2012,비산업 연소,281516,153774
경상북도,2012,제조업 연소,28183030,14585284
경상북도,2012,생산공정,1837438,1456773
경상북도,2012,도로이동오염원,1443023,1327581
경상북도,2012,비도로이동오염원,1050969,966870
경상북도,2012,폐기물처리,9808,8047
경상북도,2012,기타 면오염원,18347,16513
경상북도,2013,에너지산업 연소,31906,25667
경상북도,2013,비산업 연소,273243,151050
경상북도,2013,제조업 연소,28832883,14955164
경상북도,2013,생산공정,1522759,1180293
경상북도,2013,도로이동오염원,1276159,1174066
경상북도,2013,비도로이동오염원,1113544,1024439
경상북도,2013,폐기물처리,10756,9041
경상북도,2013,기타 면오염원,29522,26570
경상북도,2014,에너지산업 연소,34183,30084
경상북도,2014,비산업 연소,226315,129433
경상북도,2014,제조업 연소,18933345,9680691
경상북도,2014,생산공정,1425518,1086718
경상북도,2014,도로이동오염원,1141804,1050460
경상북도,2014,비도로이동오염원,967504,889094
경상북도,2014,폐기물처리,10303,8613
경상북도,2014,기타 면오염원,22283,20055
경상북도,2015,에너지산업 연소,27289,24471
경상북도,2015,비산업 연소,205306,118155
경상북도,2015,제조업 연소,26611224,13736688
경상북도,2015,생산공정,1418146,1080425
경상북도,2015,도로이동오염원,1098932,1011017
경상북도,2015,비도로이동오염원,952062,876921
경상북도,2015,폐기물처리,11124,9356
경상북도,2015,기타 면오염원,22567,20310
경상북도,2015,비산먼지,10791358,1787301
경상북도,2015,생물성 연소,3126558,2590644
경상북도,2016,에너지산업 연소,30226,27348
경상북도,2016,비산업 연소,183708,108061
경상북도,2016,제조업 연소,28702301,14810705
경상북도,2016,생산공정,1709861,1314611
경상북도,2016,도로이동오염원,1243960,1144444
경상북도,2016,비도로이동오염원,908985,838268
경상북도,2016,폐기물처리,11693,9699
경상북도,2016,기타 면오염원,34876,31388
경상북도,2016,비산먼지,10281831,1744746
경상북도,2016,생물성 연소,3182997,2641049
경상북도,2017,에너지산업 연소,24293,21205
경상북도,2017,비산업 연소,160461,96478
경상북도,2017,제조업 연소,23347987,12003314
경상북도,2017,생산공정,1619298,1240493
경상북도,2017,도로이동오염원,1116399,1027087
경상북도,2017,비도로이동오염원,1022185,958746
경상북도,2017,폐기물처리,12587,10482
경상북도,2017,기타 면오염원,34009,30608
경상북도,2017,비산먼지,10132903,1757791
경상북도,2017,생물성 연소,3115834,2592004
경상북도,2018,에너지산업 연소,27412,24698
경상북도,2018,비산업 연소,146592,89879
경상북도,2018,제조업 연소,27515034,14197839
경상북도,2018,생산공정,1675188,1288323
경상북도,2018,도로이동오염원,967510,890109
경상북도,2018,비도로이동오염원,1241632,1169555
경상북도,2018,폐기물처리,12307,10266
경상북도,2018,기타 면오염원,27959,25163
경상북도,2018,비산먼지,10674977,1807683
경상북도,2018,생물성 연소,3010923,2503276
경상북도,2019,에너지산업 연소,21194,19259
경상북도,2019,비산업 연소,120688,78098
경상북도,2019,제조업 연소,21398930,11023853
경상북도,2019,생산공정,1763929,1360913
경상북도,2019,도로이동오염원,798186,734331
경상북도,2019,비도로이동오염원,1125874,1058980
경상북도,2019,폐기물처리,13217,10938
경상북도,2019,기타 면오염원,25686,23118
경상북도,2019,비산먼지,10186240,1760393
경상북도,2019,생물성 연소,2994812,2489907
경상남도,2011,에너지산업 연소,1177411,948810
경상남도,2011,비산업 연소,126886,77897
경상남도,2011,제조업 연소,257329,138301
경상남도,2011,생산공정,78784,57957
경상남도,2011,도로이동오염원,1368509,1259028
경상남도,2011,비도로이동오염원,1249770,1150065
경상남도,2011,폐기물처리,12211,10142
경상남도,2011,기타 면오염원,28530,25677
경상남도,2012,에너지산업 연소,1152389,879161
경상남도,2012,비산업 연소,114219,71318
경상남도,2012,제조업 연소,5113970,2667280
경상남도,2012,생산공정,86102,63374
경상남도,2012,도로이동오염원,1315527,1210285
경상남도,2012,비도로이동오염원,1311199,1206294
경상남도,2012,폐기물처리,15593,13102
경상남도,2012,기타 면오염원,22564,20307
경상남도,2013,에너지산업 연소,1039664,838177
경상남도,2013,비산업 연소,108616,69944
경상남도,2013,제조업 연소,5178932,2701079
경상남도,2013,생산공정,63124,46663
경상남도,2013,도로이동오염원,1125438,1035403
경상남도,2013,비도로이동오염원,1230369,1131930
경상남도,2013,폐기물처리,14757,12134
경상남도,2013,기타 면오염원,23703,21333
경상남도,2014,에너지산업 연소,814265,656481
경상남도,2014,비산업 연소,91793,60299
경상남도,2014,제조업 연소,31242,20512
경상남도,2014,생산공정,63544,46822
경상남도,2014,도로이동오염원,1002349,922161
경상남도,2014,비도로이동오염원,1009922,925357
경상남도,2014,폐기물처리,15693,13038
경상남도,2014,기타 면오염원,22795,20516
경상남도,2015,에너지산업 연소,934851,753755
경상남도,2015,비산업 연소,96540,62194
경상남도,2015,제조업 연소,2137713,1117454
경상남도,2015,생산공정,79148,58860
경상남도,2015,도로이동오염원,967513,890112
경상남도,2015,비도로이동오염원,913133,836712
경상남도,2015,폐기물처리,12651,10206
경상남도,2015,기타 면오염원,25106,22596
경상남도,2015,비산먼지,8425282,1372390
경상남도,2015,생물성 연소,1194230,983028
